type,category,vacancy_type,vacancy,lastupdate,time of api
P,HOURLY,A,131,2021-03-28 05:12:03,2021-03-28 05:15:00+00:00
P,HOURLY,A,131,2021-03-28 05:26:03,2021-03-28 05:30:00+00:00
P,HOURLY,A,131,2021-03-28 05:42:03,2021-03-28 05:45:00+00:00
P,HOURLY,A,131,2021-03-28 05:58:03,2021-03-28 06:00:00+00:00
P,HOURLY,A,131,2021-03-28 06:12:03,2021-03-28 06:15:00+00:00
P,HOURLY,A,131,2021-03-28 06:27:08,2021-03-28 06:30:00+00:00
P,HOURLY,A,131,2021-03-28 06:42:03,2021-03-28 06:45:00+00:00
P,HOURLY,A,131,2021-03-28 06:56:03,2021-03-28 07:00:00+00:00
P,HOURLY,A,131,2021-03-28 07:12:03,2021-03-28 07:15:00+00:00
P,HOURLY,A,131,2021-03-28 07:26:04,2021-03-28 07:30:00+00:00
P,HOURLY,A,131,2021-03-28 07:42:03,2021-03-28 07:45:00+00:00
P,HOURLY,A,131,2021-03-28 07:56:04,2021-03-28 08:00:00+00:00
P,HOURLY,A,131,2021-03-28 08:12:03,2021-03-28 08:15:00+00:00
P,HOURLY,A,128,2021-03-28 08:26:03,2021-03-28 08:30:00+00:00
P,HOURLY,A,129,2021-03-28 08:42:03,2021-03-28 08:45:00+00:00
P,HOURLY,A,126,2021-03-28 08:56:04,2021-03-28 09:00:00+00:00
P,HOURLY,A,124,2021-03-28 09:12:04,2021-03-28 09:15:00+00:00
P,HOURLY,A,122,2021-03-28 09:26:03,2021-03-28 09:30:00+00:00
P,HOURLY,A,117,2021-03-28 09:42:04,2021-03-28 09:45:00+00:00
P,HOURLY,A,110,2021-03-28 09:56:04,2021-03-28 10:00:00+00:00
P,HOURLY,A,94,2021-03-28 10:12:04,2021-03-28 10:15:00+00:00
P,HOURLY,A,90,2021-03-28 10:26:03,2021-03-28 10:30:00+00:00
P,HOURLY,A,81,2021-03-28 10:42:04,2021-03-28 10:45:00+00:00
P,HOURLY,A,71,2021-03-28 10:56:04,2021-03-28 11:00:00+00:00
P,HOURLY,A,68,2021-03-28 11:12:04,2021-03-28 11:15:00+00:00
P,HOURLY,A,49,2021-03-28 11:28:03,2021-03-28 11:30:00+00:00
P,HOURLY,A,35,2021-03-28 11:42:04,2021-03-28 11:45:00+00:00
P,HOURLY,A,19,2021-03-28 11:55:10,2021-03-28 12:00:00+00:00
P,HOURLY,A,4,2021-03-28 12:12:04,2021-03-28 12:15:00+00:00
P,HOURLY,A,0,2021-03-28 12:26:03,2021-03-28 12:30:00+00:00
P,HOURLY,A,0,2021-03-28 12:42:03,2021-03-28 12:45:00+00:00
P,HOURLY,A,0,2021-03-28 12:56:04,2021-03-28 13:00:00+00:00
P,HOURLY,A,0,2021-03-28 13:12:03,2021-03-28 13:15:00+00:00
P,HOURLY,A,0,2021-03-28 13:28:03,2021-03-28 13:30:00+00:00
P,HOURLY,A,0,2021-03-28 13:42:04,2021-03-28 13:45:00+00:00
P,HOURLY,A,1,2021-03-28 13:58:03,2021-03-28 14:00:00+00:00
P,HOURLY,A,1,2021-03-28 14:12:03,2021-03-28 14:15:00+00:00
P,HOURLY,A,0,2021-03-28 14:26:04,2021-03-28 14:30:00+00:00
P,HOURLY,A,0,2021-03-28 14:42:03,2021-03-28 14:45:00+00:00
P,HOURLY,A,0,2021-03-28 14:56:04,2021-03-28 15:00:00+00:00
P,HOURLY,A,0,2021-03-28 15:12:04,2021-03-28 15:15:00+00:00
P,HOURLY,A,2,2021-03-28 15:28:04,2021-03-28 15:30:00+00:00
P,HOURLY,A,0,2021-03-28 15:42:03,2021-03-28 15:45:00+00:00
P,HOURLY,A,4,2021-03-28 15:56:03,2021-03-28 16:00:00+00:00
P,HOURLY,A,0,2021-03-28 16:12:03,2021-03-28 16:15:00+00:00
P,HOURLY,A,23,2021-03-28 16:26:03,2021-03-28 16:30:00+00:00
P,HOURLY,A,27,2021-03-28 16:42:03,2021-03-28 16:45:00+00:00
P,HOURLY,A,31,2021-03-28 16:58:04,2021-03-28 17:00:00+00:00
P,HOURLY,A,28,2021-03-28 17:12:04,2021-03-28 17:15:00+00:00
P,HOURLY,A,22,2021-03-28 17:26:04,2021-03-28 17:30:00+00:00
P,HOURLY,A,26,2021-03-28 17:42:03,2021-03-28 17:45:00+00:00
P,HOURLY,A,18,2021-03-28 17:56:04,2021-03-28 18:00:00+00:00
P,HOURLY,A,11,2021-03-28 18:12:04,2021-03-28 18:15:00+00:00
P,HOURLY,A,2,2021-03-28 18:26:03,2021-03-28 18:30:00+00:00
P,HOURLY,A,0,2021-03-28 18:42:03,2021-03-28 18:45:00+00:00
P,HOURLY,A,0,2021-03-28 18:56:03,2021-03-28 19:00:00+00:00
P,HOURLY,A,0,2021-03-28 19:12:04,2021-03-28 19:15:00+00:00
P,HOURLY,A,1,2021-03-28 19:26:03,2021-03-28 19:30:00+00:00
P,HOURLY,A,0,2021-03-28 19:42:04,2021-03-28 19:45:00+00:00
P,HOURLY,A,12,2021-03-28 20:12:04,2021-03-28 20:15:00+00:00
P,HOURLY,A,25,2021-03-28 20:26:04,2021-03-28 20:30:00+00:00
P,HOURLY,A,34,2021-03-28 20:42:04,2021-03-28 20:45:00+00:00
P,HOURLY,A,42,2021-03-28 20:56:03,2021-03-28 21:00:00+00:00
P,HOURLY,A,57,2021-03-28 21:12:03,2021-03-28 21:15:00+00:00
P,HOURLY,A,69,2021-03-28 21:26:03,2021-03-28 21:30:00+00:00
P,HOURLY,A,86,2021-03-28 21:42:04,2021-03-28 21:45:00+00:00
P,HOURLY,A,105,2021-03-28 21:58:04,2021-03-28 22:00:00+00:00
P,HOURLY,A,115,2021-03-28 22:12:04,2021-03-28 22:15:00+00:00
P,HOURLY,A,120,2021-03-28 22:26:04,2021-03-28 22:30:00+00:00
P,HOURLY,A,120,2021-03-28 22:42:03,2021-03-28 22:45:00+00:00
P,HOURLY,A,121,2021-03-28 22:58:03,2021-03-28 23:00:00+00:00
P,HOURLY,A,121,2021-03-28 23:12:03,2021-03-28 23:15:00+00:00
P,HOURLY,A,122,2021-03-28 23:26:04,2021-03-28 23:30:00+00:00
P,HOURLY,A,122,2021-03-28 23:42:03,2021-03-28 23:45:00+00:00
P,HOURLY,A,122,2021-03-28 23:58:03,2021-03-29 00:00:00+00:00
P,HOURLY,A,122,2021-03-29 00:13:09,2021-03-29 00:15:00+00:00
P,HOURLY,A,122,2021-03-29 00:27:09,2021-03-29 00:30:00+00:00
P,HOURLY,A,122,2021-03-29 00:42:04,2021-03-29 00:45:00+00:00
P,HOURLY,A,122,2021-03-29 00:58:03,2021-03-29 01:00:00+00:00
P,HOURLY,A,122,2021-03-29 01:11:03,2021-03-29 01:15:00+00:00
P,HOURLY,A,122,2021-03-29 01:27:03,2021-03-29 01:30:00+00:00
P,HOURLY,A,122,2021-03-29 01:41:04,2021-03-29 01:45:00+00:00
P,HOURLY,A,122,2021-03-29 01:57:04,2021-03-29 02:00:00+00:00
P,HOURLY,A,122,2021-03-29 02:11:08,2021-03-29 02:15:00+00:00
P,HOURLY,A,122,2021-03-29 02:27:05,2021-03-29 02:30:00+00:00
P,HOURLY,A,122,2021-03-29 02:43:03,2021-03-29 02:45:00+00:00
P,HOURLY,A,122,2021-03-29 02:57:03,2021-03-29 03:00:00+00:00
P,HOURLY,A,122,2021-03-29 03:13:03,2021-03-29 03:15:00+00:00
P,HOURLY,A,122,2021-03-29 03:27:04,2021-03-29 03:30:00+00:00
P,HOURLY,A,122,2021-03-29 03:41:03,2021-03-29 03:45:00+00:00
P,HOURLY,A,122,2021-03-29 03:57:03,2021-03-29 04:00:00+00:00
P,HOURLY,A,122,2021-03-29 04:13:03,2021-03-29 04:15:00+00:00
P,HOURLY,A,122,2021-03-29 04:27:04,2021-03-29 04:30:00+00:00
P,HOURLY,A,122,2021-03-29 04:41:03,2021-03-29 04:45:00+00:00
P,HOURLY,A,122,2021-03-29 04:57:04,2021-03-29 05:00:00+00:00
P,HOURLY,A,122,2021-03-29 05:13:04,2021-03-29 05:15:00+00:00
P,HOURLY,A,122,2021-03-29 05:27:03,2021-03-29 05:30:00+00:00
P,HOURLY,A,122,2021-03-29 05:43:03,2021-03-29 05:45:00+00:00
P,HOURLY,A,122,2021-03-29 05:57:04,2021-03-29 06:00:00+00:00
P,HOURLY,A,122,2021-03-29 06:11:04,2021-03-29 06:15:00+00:00
P,HOURLY,A,122,2021-03-29 06:27:03,2021-03-29 06:30:00+00:00
P,HOURLY,A,122,2021-03-29 06:43:03,2021-03-29 06:45:00+00:00
P,HOURLY,A,122,2021-03-29 06:57:03,2021-03-29 07:00:00+00:00
P,HOURLY,A,127,2021-03-29 07:11:03,2021-03-29 07:15:00+00:00
P,HOURLY,A,127,2021-03-29 07:27:03,2021-03-29 07:30:00+00:00
P,HOURLY,A,127,2021-03-29 07:43:04,2021-03-29 07:45:00+00:00
P,HOURLY,A,123,2021-03-29 07:57:03,2021-03-29 08:00:00+00:00
P,HOURLY,A,122,2021-03-29 08:11:04,2021-03-29 08:15:00+00:00
P,HOURLY,A,117,2021-03-29 08:27:06,2021-03-29 08:30:00+00:00
P,HOURLY,A,116,2021-03-29 08:43:04,2021-03-29 08:45:00+00:00
P,HOURLY,A,111,2021-03-29 08:57:03,2021-03-29 09:00:00+00:00
P,HOURLY,A,108,2021-03-29 09:11:04,2021-03-29 09:15:00+00:00
P,HOURLY,A,102,2021-03-29 09:27:09,2021-03-29 09:30:00+00:00
P,HOURLY,A,98,2021-03-29 09:43:03,2021-03-29 09:45:00+00:00
P,HOURLY,A,94,2021-03-29 09:57:04,2021-03-29 10:00:00+00:00
P,HOURLY,A,84,2021-03-29 10:13:03,2021-03-29 10:15:00+00:00
P,HOURLY,A,74,2021-03-29 10:27:04,2021-03-29 10:30:00+00:00
P,HOURLY,A,69,2021-03-29 10:43:03,2021-03-29 10:45:00+00:00
P,HOURLY,A,64,2021-03-29 10:57:03,2021-03-29 11:00:00+00:00
P,HOURLY,A,60,2021-03-29 11:11:04,2021-03-29 11:15:00+00:00
P,HOURLY,A,52,2021-03-29 11:27:03,2021-03-29 11:30:00+00:00
P,HOURLY,A,28,2021-03-29 12:13:04,2021-03-29 12:15:00+00:00
P,HOURLY,A,17,2021-03-29 12:27:09,2021-03-29 12:30:00+00:00
P,HOURLY,A,12,2021-03-29 12:43:04,2021-03-29 12:45:00+00:00
P,HOURLY,A,1,2021-03-29 12:57:04,2021-03-29 13:00:00+00:00
P,HOURLY,A,0,2021-03-29 13:13:04,2021-03-29 13:15:00+00:00
P,HOURLY,A,2,2021-03-29 13:27:03,2021-03-29 13:30:00+00:00
P,HOURLY,A,0,2021-03-29 13:43:04,2021-03-29 13:45:00+00:00
P,HOURLY,A,0,2021-03-29 13:57:04,2021-03-29 14:00:00+00:00
P,HOURLY,A,0,2021-03-29 14:13:04,2021-03-29 14:15:00+00:00
P,HOURLY,A,1,2021-03-29 14:27:03,2021-03-29 14:30:00+00:00
P,HOURLY,A,2,2021-03-29 14:43:03,2021-03-29 14:45:00+00:00
P,HOURLY,A,3,2021-03-29 14:57:04,2021-03-29 15:00:00+00:00
P,HOURLY,A,2,2021-03-29 15:11:04,2021-03-29 15:15:00+00:00
P,HOURLY,A,3,2021-03-29 15:27:04,2021-03-29 15:30:00+00:00
P,HOURLY,A,13,2021-03-29 15:41:04,2021-03-29 15:45:00+00:00
P,HOURLY,A,17,2021-03-29 15:57:04,2021-03-29 16:00:00+00:00
P,HOURLY,A,15,2021-03-29 16:13:04,2021-03-29 16:15:00+00:00
P,HOURLY,A,13,2021-03-29 16:27:03,2021-03-29 16:30:00+00:00
P,HOURLY,A,15,2021-03-29 16:43:03,2021-03-29 16:45:00+00:00
P,HOURLY,A,19,2021-03-29 16:58:04,2021-03-29 17:00:00+00:00
P,HOURLY,A,25,2021-03-29 17:11:03,2021-03-29 17:15:00+00:00
P,HOURLY,A,30,2021-03-29 17:27:03,2021-03-29 17:30:00+00:00
P,HOURLY,A,39,2021-03-29 17:43:08,2021-03-29 17:45:00+00:00
P,HOURLY,A,43,2021-03-29 17:57:04,2021-03-29 18:00:00+00:00
P,HOURLY,A,44,2021-03-29 18:13:04,2021-03-29 18:15:00+00:00
P,HOURLY,A,50,2021-03-29 18:27:04,2021-03-29 18:30:00+00:00
P,HOURLY,A,55,2021-03-29 18:41:04,2021-03-29 18:45:00+00:00
P,HOURLY,A,49,2021-03-29 18:57:04,2021-03-29 19:00:00+00:00
P,HOURLY,A,40,2021-03-29 19:13:04,2021-03-29 19:15:00+00:00
P,HOURLY,A,39,2021-03-29 19:27:04,2021-03-29 19:30:00+00:00
P,HOURLY,A,46,2021-03-29 19:43:04,2021-03-29 19:45:00+00:00
P,HOURLY,A,50,2021-03-29 19:57:03,2021-03-29 20:00:00+00:00
P,HOURLY,A,50,2021-03-29 20:13:04,2021-03-29 20:15:00+00:00
P,HOURLY,A,53,2021-03-29 20:27:04,2021-03-29 20:30:00+00:00
P,HOURLY,A,57,2021-03-29 20:41:05,2021-03-29 20:45:00+00:00
P,HOURLY,A,63,2021-03-29 20:57:04,2021-03-29 21:00:00+00:00
P,HOURLY,A,70,2021-03-29 21:13:04,2021-03-29 21:15:00+00:00
P,HOURLY,A,79,2021-03-29 21:27:04,2021-03-29 21:30:00+00:00
P,HOURLY,A,88,2021-03-29 21:43:04,2021-03-29 21:45:00+00:00
P,HOURLY,A,99,2021-03-29 21:57:04,2021-03-29 22:00:00+00:00
P,HOURLY,A,108,2021-03-29 22:11:04,2021-03-29 22:15:00+00:00
P,HOURLY,A,116,2021-03-29 22:27:09,2021-03-29 22:30:00+00:00
P,HOURLY,A,121,2021-03-29 22:43:04,2021-03-29 22:45:00+00:00
P,HOURLY,A,121,2021-03-29 22:57:04,2021-03-29 23:00:00+00:00
P,HOURLY,A,121,2021-03-29 23:11:04,2021-03-29 23:15:00+00:00
P,HOURLY,A,123,2021-03-29 23:27:03,2021-03-29 23:30:00+00:00
P,HOURLY,A,124,2021-03-29 23:41:04,2021-03-29 23:45:00+00:00
P,HOURLY,A,125,2021-03-29 23:57:04,2021-03-30 00:00:00+00:00
P,HOURLY,A,126,2021-03-30 00:13:04,2021-03-30 00:15:00+00:00
P,HOURLY,A,126,2021-03-30 00:27:04,2021-03-30 00:30:00+00:00
P,HOURLY,A,126,2021-03-30 00:43:03,2021-03-30 00:45:00+00:00
P,HOURLY,A,126,2021-03-30 00:57:03,2021-03-30 01:00:00+00:00
P,HOURLY,A,126,2021-03-30 01:11:03,2021-03-30 01:15:00+00:00
P,HOURLY,A,126,2021-03-30 01:27:11,2021-03-30 01:30:00+00:00
P,HOURLY,A,126,2021-03-30 01:41:04,2021-03-30 01:45:00+00:00
P,HOURLY,A,127,2021-03-30 01:57:03,2021-03-30 02:00:00+00:00
P,HOURLY,A,127,2021-03-30 02:13:03,2021-03-30 02:15:00+00:00
P,HOURLY,A,127,2021-03-30 02:27:03,2021-03-30 02:30:00+00:00
P,HOURLY,A,127,2021-03-30 02:41:03,2021-03-30 02:45:00+00:00
P,HOURLY,A,127,2021-03-30 02:57:03,2021-03-30 03:00:00+00:00
P,HOURLY,A,127,2021-03-30 03:13:03,2021-03-30 03:15:00+00:00
P,HOURLY,A,127,2021-03-30 03:27:03,2021-03-30 03:30:00+00:00
P,HOURLY,A,127,2021-03-30 03:41:04,2021-03-30 03:45:00+00:00
P,HOURLY,A,127,2021-03-30 03:57:03,2021-03-30 04:00:00+00:00
P,HOURLY,A,127,2021-03-30 04:13:04,2021-03-30 04:15:00+00:00
P,HOURLY,A,127,2021-03-30 04:27:03,2021-03-30 04:30:00+00:00
P,HOURLY,A,127,2021-03-30 04:41:03,2021-03-30 04:45:00+00:00
P,HOURLY,A,127,2021-03-30 04:57:03,2021-03-30 05:00:00+00:00
P,HOURLY,A,127,2021-03-30 05:11:04,2021-03-30 05:15:00+00:00
P,HOURLY,A,127,2021-03-30 05:27:04,2021-03-30 05:30:00+00:00
P,HOURLY,A,127,2021-03-30 05:41:03,2021-03-30 05:45:00+00:00
P,HOURLY,A,127,2021-03-30 05:57:04,2021-03-30 06:00:00+00:00
P,HOURLY,A,127,2021-03-30 06:13:03,2021-03-30 06:15:00+00:00
P,HOURLY,A,127,2021-03-30 06:27:03,2021-03-30 06:30:00+00:00
P,HOURLY,A,127,2021-03-30 06:43:03,2021-03-30 06:45:00+00:00
P,HOURLY,A,127,2021-03-30 06:57:03,2021-03-30 07:00:00+00:00
P,HOURLY,A,127,2021-03-30 07:11:03,2021-03-30 07:15:00+00:00
P,HOURLY,A,127,2021-03-30 07:27:04,2021-03-30 07:30:00+00:00
P,HOURLY,A,125,2021-03-30 07:43:03,2021-03-30 07:45:00+00:00
P,HOURLY,A,126,2021-03-30 07:57:04,2021-03-30 08:00:00+00:00
P,HOURLY,A,125,2021-03-30 08:13:03,2021-03-30 08:15:00+00:00
P,HOURLY,A,120,2021-03-30 08:27:04,2021-03-30 08:30:00+00:00
P,HOURLY,A,118,2021-03-30 08:41:04,2021-03-30 08:45:00+00:00
P,HOURLY,A,114,2021-03-30 08:57:04,2021-03-30 09:00:00+00:00
P,HOURLY,A,111,2021-03-30 09:13:04,2021-03-30 09:15:00+00:00
P,HOURLY,A,102,2021-03-30 09:27:03,2021-03-30 09:30:00+00:00
P,HOURLY,A,91,2021-03-30 09:43:03,2021-03-30 09:45:00+00:00
P,HOURLY,A,87,2021-03-30 09:57:03,2021-03-30 10:00:00+00:00
P,HOURLY,A,84,2021-03-30 10:11:04,2021-03-30 10:15:00+00:00
P,HOURLY,A,74,2021-03-30 10:41:04,2021-03-30 10:45:00+00:00
P,HOURLY,A,57,2021-03-30 10:57:03,2021-03-30 11:00:00+00:00
P,HOURLY,A,52,2021-03-30 11:11:03,2021-03-30 11:15:00+00:00
P,HOURLY,A,43,2021-03-30 11:27:04,2021-03-30 11:30:00+00:00
P,HOURLY,A,29,2021-03-30 11:41:04,2021-03-30 11:45:00+00:00
P,HOURLY,A,17,2021-03-30 11:57:04,2021-03-30 12:00:00+00:00
P,HOURLY,A,6,2021-03-30 12:11:04,2021-03-30 12:15:00+00:00
P,HOURLY,A,1,2021-03-30 12:27:03,2021-03-30 12:30:00+00:00
P,HOURLY,A,1,2021-03-30 12:42:04,2021-03-30 12:45:00+00:00
P,HOURLY,A,0,2021-03-30 12:57:04,2021-03-30 13:00:00+00:00
P,HOURLY,A,0,2021-03-30 13:13:04,2021-03-30 13:15:00+00:00
P,HOURLY,A,0,2021-03-30 13:27:06,2021-03-30 13:30:00+00:00
P,HOURLY,A,0,2021-03-30 13:43:03,2021-03-30 13:45:00+00:00
P,HOURLY,A,0,2021-03-30 13:57:04,2021-03-30 14:00:00+00:00
P,HOURLY,A,0,2021-03-30 14:13:04,2021-03-30 14:15:00+00:00
P,HOURLY,A,2,2021-03-30 14:27:08,2021-03-30 14:30:00+00:00
P,HOURLY,A,0,2021-03-30 14:41:04,2021-03-30 14:45:00+00:00
P,HOURLY,A,3,2021-03-30 14:57:04,2021-03-30 15:00:00+00:00
P,HOURLY,A,1,2021-03-30 15:11:09,2021-03-30 15:15:00+00:00
P,HOURLY,A,1,2021-03-30 15:27:04,2021-03-30 15:30:00+00:00
P,HOURLY,A,0,2021-03-30 15:43:04,2021-03-30 15:45:00+00:00
P,HOURLY,A,0,2021-03-30 15:57:04,2021-03-30 16:00:00+00:00
P,HOURLY,A,2,2021-03-30 16:13:03,2021-03-30 16:15:00+00:00
P,HOURLY,A,3,2021-03-30 16:27:04,2021-03-30 16:30:00+00:00
P,HOURLY,A,17,2021-03-30 16:41:03,2021-03-30 16:45:00+00:00
P,HOURLY,A,19,2021-03-30 16:57:03,2021-03-30 17:00:00+00:00
P,HOURLY,A,20,2021-03-30 17:11:04,2021-03-30 17:15:00+00:00
P,HOURLY,A,16,2021-03-30 17:27:04,2021-03-30 17:30:00+00:00
P,HOURLY,A,22,2021-03-30 17:43:03,2021-03-30 17:45:00+00:00
P,HOURLY,A,24,2021-03-30 17:57:03,2021-03-30 18:00:00+00:00
P,HOURLY,A,20,2021-03-30 18:13:04,2021-03-30 18:15:00+00:00
P,HOURLY,A,37,2021-03-30 18:27:04,2021-03-30 18:30:00+00:00
P,HOURLY,A,35,2021-03-30 18:41:03,2021-03-30 18:45:00+00:00
P,HOURLY,A,40,2021-03-30 18:57:04,2021-03-30 19:00:00+00:00
P,HOURLY,A,37,2021-03-30 19:11:04,2021-03-30 19:15:00+00:00
P,HOURLY,A,27,2021-03-30 19:27:04,2021-03-30 19:30:00+00:00
P,HOURLY,A,27,2021-03-30 19:43:03,2021-03-30 19:45:00+00:00
P,HOURLY,A,28,2021-03-30 19:57:03,2021-03-30 20:00:00+00:00
P,HOURLY,A,33,2021-03-30 20:11:04,2021-03-30 20:15:00+00:00
P,HOURLY,A,46,2021-03-30 20:27:03,2021-03-30 20:30:00+00:00
P,HOURLY,A,50,2021-03-30 20:43:03,2021-03-30 20:45:00+00:00
P,HOURLY,A,52,2021-03-30 20:57:03,2021-03-30 21:00:00+00:00
P,HOURLY,A,59,2021-03-30 21:11:03,2021-03-30 21:15:00+00:00
P,HOURLY,A,75,2021-03-30 21:27:04,2021-03-30 21:30:00+00:00
P,HOURLY,A,94,2021-03-30 21:43:04,2021-03-30 21:45:00+00:00
P,HOURLY,A,97,2021-03-30 21:57:04,2021-03-30 22:00:00+00:00
P,HOURLY,A,113,2021-03-30 22:11:04,2021-03-30 22:15:00+00:00
P,HOURLY,A,119,2021-03-30 22:27:04,2021-03-30 22:30:00+00:00
P,HOURLY,A,120,2021-03-30 22:41:04,2021-03-30 22:45:00+00:00
P,HOURLY,A,123,2021-03-30 22:57:04,2021-03-30 23:00:00+00:00
P,HOURLY,A,126,2021-03-30 23:13:04,2021-03-30 23:15:00+00:00
P,HOURLY,A,126,2021-03-30 23:27:04,2021-03-30 23:30:00+00:00
P,HOURLY,A,126,2021-03-30 23:41:04,2021-03-30 23:45:00+00:00
P,HOURLY,A,126,2021-03-30 23:57:03,2021-03-31 00:00:00+00:00
P,HOURLY,A,126,2021-03-31 00:13:03,2021-03-31 00:15:00+00:00
P,HOURLY,A,126,2021-03-31 00:27:03,2021-03-31 00:30:00+00:00
P,HOURLY,A,126,2021-03-31 00:41:03,2021-03-31 00:45:00+00:00
P,HOURLY,A,126,2021-03-31 00:57:03,2021-03-31 01:00:00+00:00
P,HOURLY,A,126,2021-03-31 01:11:03,2021-03-31 01:15:00+00:00
P,HOURLY,A,126,2021-03-31 01:27:03,2021-03-31 01:30:00+00:00
P,HOURLY,A,126,2021-03-31 01:41:04,2021-03-31 01:45:00+00:00
P,HOURLY,A,126,2021-03-31 01:57:04,2021-03-31 02:00:00+00:00
P,HOURLY,A,126,2021-03-31 02:11:03,2021-03-31 02:15:00+00:00
P,HOURLY,A,126,2021-03-31 02:27:04,2021-03-31 02:30:00+00:00
P,HOURLY,A,126,2021-03-31 02:41:04,2021-03-31 02:45:00+00:00
P,HOURLY,A,127,2021-03-31 02:57:03,2021-03-31 03:00:00+00:00
P,HOURLY,A,127,2021-03-31 03:13:03,2021-03-31 03:15:00+00:00
P,HOURLY,A,127,2021-03-31 03:27:09,2021-03-31 03:30:00+00:00
P,HOURLY,A,127,2021-03-31 03:43:03,2021-03-31 03:45:00+00:00
P,HOURLY,A,127,2021-03-31 03:57:03,2021-03-31 04:00:00+00:00
P,HOURLY,A,127,2021-03-31 04:13:03,2021-03-31 04:15:00+00:00
P,HOURLY,A,127,2021-03-31 04:27:03,2021-03-31 04:30:00+00:00
P,HOURLY,A,127,2021-03-31 04:41:03,2021-03-31 04:45:00+00:00
P,HOURLY,A,127,2021-03-31 04:57:03,2021-03-31 05:00:00+00:00
P,HOURLY,A,127,2021-03-31 05:11:03,2021-03-31 05:15:00+00:00
P,HOURLY,A,127,2021-03-31 05:27:03,2021-03-31 05:30:00+00:00
P,HOURLY,A,127,2021-03-31 05:43:03,2021-03-31 05:45:00+00:00
P,HOURLY,A,127,2021-03-31 05:57:03,2021-03-31 06:00:00+00:00
P,HOURLY,A,127,2021-03-31 06:11:03,2021-03-31 06:15:00+00:00
P,HOURLY,A,127,2021-03-31 06:27:03,2021-03-31 06:30:00+00:00
P,HOURLY,A,127,2021-03-31 06:41:03,2021-03-31 06:45:00+00:00
P,HOURLY,A,127,2021-03-31 06:57:03,2021-03-31 07:00:00+00:00
P,HOURLY,A,127,2021-03-31 07:13:03,2021-03-31 07:15:00+00:00
P,HOURLY,A,127,2021-03-31 07:27:03,2021-03-31 07:30:00+00:00
P,HOURLY,A,124,2021-03-31 07:43:04,2021-03-31 07:45:00+00:00
P,HOURLY,A,121,2021-03-31 07:57:03,2021-03-31 08:00:00+00:00
P,HOURLY,A,121,2021-03-31 08:11:03,2021-03-31 08:15:00+00:00
P,HOURLY,A,117,2021-03-31 08:27:04,2021-03-31 08:30:00+00:00
P,HOURLY,A,113,2021-03-31 08:41:03,2021-03-31 08:45:00+00:00
P,HOURLY,A,114,2021-03-31 08:57:03,2021-03-31 09:00:00+00:00
P,HOURLY,A,112,2021-03-31 09:11:04,2021-03-31 09:15:00+00:00
P,HOURLY,A,102,2021-03-31 09:43:04,2021-03-31 09:45:00+00:00
P,HOURLY,A,92,2021-03-31 09:57:04,2021-03-31 10:00:00+00:00
P,HOURLY,A,89,2021-03-31 10:11:03,2021-03-31 10:15:00+00:00
P,HOURLY,A,84,2021-03-31 10:27:04,2021-03-31 10:30:00+00:00
P,HOURLY,A,71,2021-03-31 10:43:04,2021-03-31 10:45:00+00:00
P,HOURLY,A,66,2021-03-31 10:57:04,2021-03-31 11:00:00+00:00
P,HOURLY,A,54,2021-03-31 11:13:04,2021-03-31 11:15:00+00:00
P,HOURLY,A,50,2021-03-31 11:27:04,2021-03-31 11:30:00+00:00
P,HOURLY,A,40,2021-03-31 11:41:03,2021-03-31 11:45:00+00:00
P,HOURLY,A,31,2021-03-31 11:57:04,2021-03-31 12:00:00+00:00
P,HOURLY,A,14,2021-03-31 12:11:03,2021-03-31 12:15:00+00:00
P,HOURLY,A,3,2021-03-31 12:27:04,2021-03-31 12:30:00+00:00
P,HOURLY,A,0,2021-03-31 12:41:04,2021-03-31 12:45:00+00:00
P,HOURLY,A,0,2021-03-31 12:57:03,2021-03-31 13:00:00+00:00
P,HOURLY,A,1,2021-03-31 13:11:04,2021-03-31 13:15:00+00:00
P,HOURLY,A,1,2021-03-31 13:27:04,2021-03-31 13:30:00+00:00
P,HOURLY,A,0,2021-03-31 13:43:04,2021-03-31 13:45:00+00:00
P,HOURLY,A,3,2021-03-31 13:57:03,2021-03-31 14:00:00+00:00
P,HOURLY,A,0,2021-03-31 14:13:04,2021-03-31 14:15:00+00:00
P,HOURLY,A,0,2021-03-31 14:27:04,2021-03-31 14:30:00+00:00
P,HOURLY,A,0,2021-03-31 14:41:04,2021-03-31 14:45:00+00:00
P,HOURLY,A,15,2021-03-31 15:13:04,2021-03-31 15:15:00+00:00
P,HOURLY,A,15,2021-03-31 15:27:04,2021-03-31 15:30:00+00:00
P,HOURLY,A,11,2021-03-31 15:41:04,2021-03-31 15:45:00+00:00
P,HOURLY,A,12,2021-03-31 15:57:04,2021-03-31 16:00:00+00:00
P,HOURLY,A,11,2021-03-31 16:13:04,2021-03-31 16:15:00+00:00
P,HOURLY,A,15,2021-03-31 16:27:11,2021-03-31 16:30:00+00:00
P,HOURLY,A,3,2021-03-31 16:43:04,2021-03-31 16:45:00+00:00
P,HOURLY,A,11,2021-03-31 16:57:10,2021-03-31 17:00:00+00:00
P,HOURLY,A,19,2021-03-31 17:11:04,2021-03-31 17:15:00+00:00
P,HOURLY,A,23,2021-03-31 17:27:03,2021-03-31 17:30:00+00:00
